Date,Artist,Song Name,Song Korean Name,Song Type
2/13/2018,The Eastlight,Valentines Day,발렌타인 데이,Major
2/11/2018,Mighty Mouth,Uber,,Major
2/10/2018,VAV,Gorgeous,예쁘다고,Major
2/7/2018,Dynamic Duo,Bongjeseon,봉제선,Major
2/7/2018,PLT,Blind,,Minor
2/6/2018,MONSTA X,In Time,인타임,Minor
2/5/2018,DAY6,If We Can Meet Again,If ～また逢えたら～,Japanese
2/5/2018,SEVENTEEN,Thanks,고맙다,Major
2/4/2018,100%,Song For You,송포유,Japanese
2/3/2018,BLACKSIX,Alone,쓸쓸해,Minor
2/2/2018,Henry,Monster,몬스터,English
2/1/2018,2000won,SSUL,썰,Major
1/31/2018,Super Junior-D&E,If You,,Japanese
1/31/2018,14U,Don't Be Pretty,예뻐지지마,Major
1/29/2018,Golden Child,It's You,너라고,Major
1/28/2018,VAV,Spotlight,스팟라잇,Major
1/25/2018,iKON,Love Scenario,사랑을 했다,Major
1/24/2018,The Eastlight,Two Of Us,너와 둘이,Minor
1/23/2018,Rainz,Turn It Up,턴 잇 업,Major
1/23/2018,B1A4,Do You Remember,,Japanese
1/23/2018,Target,Awake,어웨이크,Major
1/21/2018,HALO,Liar,,Japanese
1/20/2018,UP10TION,Wild Love,,Japanese
1/18/2018,The Eastlight,Real Man,레알 남자,Major
1/17/2018,JBJ,My Flower,꽃이야,Major
1/15/2018,Stray Kids,Spread My Wings (Performance),어린 날개,Minor
1/12/2018,NCT U,Timeless,텐데...,Minor
1/10/2018,MXM,Diamond Girl,다이아몬드걸,Minor
1/9/2018,MONSTA X,Spotlight,스포트라이트,Japanese
1/8/2018,Infinite,Tell Me,텔미,Major
1/8/2018,Block B,Don't Leave,떠나지마요,Major
1/7/2018,Stray Kids,Beware (Performance),총량의 법칙,Minor
1/5/2018,Voisper,Missing U,꺼내보면,Major
1/4/2018,5tion,Come Back,돌아와줘요,Major
1/3/2018,N.Flying,Hot Potato,뜨거운 감자,Major
1/2/2018,PLT,Blah,,Minor
1/2/2018,TRCNG,Wolf Baby,울프베이비,Major
1/2/2018,Drug Restaurant,Her,헐,Major
12/27/2017,EXO,Universe,,Major
12/26/2017,Super Junior-D&E,You Don't Go,,Japanese
12/23/2017,NU'EST W,Let Me Out,,OST
12/15/2017,NCT DREAM,Joy,조이,Minor
12/14/2017,B.A.P,Hands Up,핸즈업,Major
12/7/2017,Mighty Mouth,Instagram,,Major
12/6/2017,The Boyz,Boy,소년,Major
12/6/2017,Snuper,Stand by me,,Japanese
12/5/2017,DAY6,I Like You,좋아합니다,Major
12/5/2017,EXO,Electric Kiss,,Japanese
12/4/2017,ANYWAY,Follow You,팔로우 유,Minor
11/27/2017,BLK,Hero,히어로,Major
11/26/2017,Hey Men,Jelly,젤리,Minor
11/26/2017,MAP6,Love Is Gone,러브이즈건,Major
11/26/2017,MXM,Save The Rest,오늘은 여기까지,Minor
11/24/2017,BTS,Mic Drop (Steve Aoki Remix),마이크드롭,Major
11/23/2017,Pentagon,Violet,바이올렛,Minor
11/22/2017,Pentagon,Runaway,런어웨이,Major
11/22/2017,Honeyst,Someone To Love,연애하고싶은데요,Major
11/20/2017,Epik High,Lost One,개화,Minor
11/17/2017,"Nell, Groovy Room",Today,오늘은,Major
11/16/2017,Snuper,Dear,디어,Minor
11/15/2017,Fly To The Sky,Your Season,너의 계절,Major
11/13/2017,Wanna One,Beautiful,뷰티풀,Major
11/13/2017,AshGray,Love No More,더는 사랑 안해,Major
11/9/2017,VICTON,Remember Me,나를 기억해,Major
11/7/2017,SF9,Let's Hang out,나랑 놀자,Minor
11/7/2017,Block B,Shall We Dance,쉘 위 댄스,Major
11/7/2017,MONSTA X,Dramarama,드라마라마,Major
11/6/2017,Super Junior,Black Suit,블랙수트,Major
11/6/2017,SEVENTEEN,Clap,박수,Major
11/5/2017,DAY6,All Alone,혼자야,Major
11/2/2017,Hyeongseop X Euiwoong,It Will Be Good,좋겠다,Major
11/1/2017,ASTRO,Crazy Sexy Cool,니가 불어와,Major
10/31/2017,Voisper,Save As,다른 이름으로 저장하기,Major
10/31/2017,The Rose,Like We Used To,좋았는데,Major
10/30/2017,GOT7,Turn Up,턴업,Japanese
10/30/2017,Super Junior,One More Chance,비처럼 가지마요,Minor
10/25/2017,IN2IT,Amazing,어메이징,Major
10/24/2017,4Men,Break Up In The Morning,눈 떠보니 이별이더라,Major
10/23/2017,Epik High,Home Is Far Away,빈차,Major
10/23/2017,Epik High,Love Story,연애소설,Major
10/18/2017,A.C.E,Callin',콜링,Major
10/18/2017,JBJ,Fantasy,판타지,Major
10/16/2017,BtoB,Missing You,그리워하다,Major
10/16/2017,Highlight,Can Be Better,어쩔 수 없지 뭐,Major
10/15/2017,SEVENTEEN,Pinwheel,바람개비,Minor
10/12/2017,UP10TION,Going Crazy,미치게 해,Major
10/12/2017,MASC,Do It,다해,Major
10/12/2017,Varsity,Can You Come Out Now,지금 나올래,Major
10/12/2017,SF9,O Sole Mio,오솔레미오,Major
10/12/2017,Rainz,Juliette,레인즈,Major
10/12/2017,Block B,My Zone,마이존,CF
10/11/2017,MASC,Run To You,정주행,Minor
10/10/2017,TRCNG,Spectrum,스펙트럼,Major
10/10/2017,GOT7,You Are,유아,Major
10/10/2017,NU'EST W,Where You At,웨어 유 앳,Major
10/8/2017,SEVENTEEN,Lilili Yabbay,13월의 춤,Minor
10/6/2017,Stray Kids,Hellevator,헬리베이터,Major
10/1/2017,SEVENTEEN,Trauma,,Minor
9/30/2017,U-KISS,Fly,,Japanese
9/28/2017,DAY6,When You Love Someone,그렇더라고요,Major
9/25/2017,B1A4,Rollin',롤린,Major
9/24/2017,SEVENTEEN,Change Up,,Minor
9/21/2017,SECHSKIES,Smile,웃어줘,Major
9/21/2017,SECHSKIES,Something Special,특별해,Major
9/20/2017,CNBLUE,Starting Over,,Japanese
9/18/2017,BTS,DNA,디엔에이,Major
9/12/2017,D.I.P,A Likely Night,될 것 같은 밤,Major
9/8/2017,VIXX,La La La ~Aiwo Arigatou~,ラララ ～愛をありがとう～,Japanese
9/6/2017,Pentagon,Like This,라익 디스,Major
9/6/2017,MXM,I'm The One,,Major
9/5/2017,EXO,Power,파워,Major
9/5/2017,B.A.P,Honeymoon,허니문,Major
9/5/2017,DAY6,I Loved You,,Major
9/3/2017,BLACK6IX,Like A Flower,라이크 어 플라워,Major
9/1/2017,IM,Sad Story,미치겠어,Major
8/31/2017,IZ,All You Want,다해,Major
8/28/2017,Golden Child,DamDaDi,담다디,Major
8/28/2017,VIXX LR,Whisper,속삭임,Major
8/25/2017,GreatGuys,Last Men,라스트맨,Major
8/24/2017,GreatGuys,Last Men,라스트맨,Major
8/23/2017,VICTON,Unbelievable,말도 안돼,Major
8/21/2017,BtoB,Brand new days~Whatever future~,Brand new days ～どんな未来を～,Japanese
8/17/2017,NCT DREAM,We Young,위 영,Major
8/16/2017,SF9,Hide and Seek,머리카락 보일라,Minor
8/15/2017,H.B.Y,Vroom Vroom,부릉부릉,Major
8/10/2017,UP10TION,Everything,,Minor
8/10/2017,Wanna One,Burn It Up,활활,Minor
8/9/2017,Boyfriend,Star,스타,Major
8/7/2017,DAY6,What Can I Do,좋은걸 뭐 어떡해,Major
8/7/2017,Wanna One,Energetic,에너제틱,Major
8/7/2017,BLANC7,Hello,헬로,Major
8/4/2017,Drug Restaurant,Drink O2 in the water,드링크 오투 인 더 워터,Major
8/4/2017,WINNER,Love Me Love Me,럽미럽미,Major
8/4/2017,WINNER,Island,아일랜드,Major
8/3/2017,Tritops,Zinnia,백일홍,Major
8/2/2017,N.Flying,The Real,진짜가 나타났다,Major
8/2/2017,ONF,ON/OFF,온오프,Major
8/2/2017,The Rose,Sorry,,Major
7/31/2017,Longguo & Shihyun,the.the.the,더더더,Major
7/30/2017,JJ Project,"Tommorow, Today","내일, 오늘",Major
7/29/2017,FTISLAND,Paradise,,Japanese
7/28/2017,Clon,Go Tomorrow,,Minor
7/28/2017,AlphaBAT,Get Your Luv,원해,Major
7/27/2017,MONSTA X,Newton,뉴튼,Minor
7/26/2017,MYTEEN,Amazing,어마어마하게,Major
7/26/2017,The Eastlight,I Got You,,Major
7/25/2017,Nell,Broken,부서진,Major
7/20/2017,KNK,Rain,비,Major
7/20/2017,Snuper,The Star of Stars,유성,Major
7/19/2017,TopSecret,Yes Man,,Minor
7/18/2017,EXO,Ko Ko Bop,코코밥,Major
7/18/2017,Voisper,Days Gone By,지난 날,Major
7/18/2017,Myname,Baby Tonight,,Japanese
7/17/2017,14U,VVV,베리베리베리,Minor
7/15/2017,Hotshot,Jelly,젤리,Major
7/13/2017,VOISPER,Crush On You,반했나봐,Major
7/6/2017,Take,Good Enough,충분해,Major
7/5/2017,DAY6,Hi Hello,하이 헬로,Major
7/5/2017,Halo,Here I Am,여기여기,Major
7/4/2017,Boyfriend,Summer,,Japanese
7/4/2017,BTS,Come Back Home,컴백홈,Special
7/3/2017,VAV,ABC (Middle of the Night),에이비씨,Major
6/30/2017,L.A.U,So Sweet,향기로와,Minor
6/29/2017,Clon,Everybody,,Major
6/29/2017,UP10TION,Runner,시작해,Major
6/20/2017,Clon,Bamdeelalila,밤디라리라,Major
6/19/2017,MONSTA X,Shine Forever,샤인 포에버,Major
6/14/2017,NCT 127,Cherry Bomb,체리 밤,Major
6/13/2017,Vermuda,Dream Girl,드림걸,Major
6/12/2017,B1A4,Sousureba,そうすれば,Japanese
6/12/2017,Pentagon,Critical Beauty,예뻐죽겠네,Major
6/7/2017,DAY6,I Smile,반드시 웃는다,Major
6/7/2017,FTISLAND,Wind,윈드,Major
6/4/2017,TopSecret,Mind Control,마인드 컨트롤,Major
6/2/2017,Tritops,All 4 One,,Major
5/31/2017,B1A4,Sukidakara shouganai,好きだからしょうがない,Japanese
5/29/2017,ASTRO,Baby,베이비,Major
5/29/2017,Highlight,Calling You,콜링유,Major
5/27/2017,24K,Only You,너 하나면 돼,Major
5/27/2017,FTISLAND,Love Sick,사랑앓이,Minor
5/26/2017,Flower,Days Lovers,시절연인,Major
5/25/2017,KNK,"Sun, Moon, Star","해, 달, 별",Major
5/25/2017,Be.A,Magical,매지컬,Major
5/23/2017,B.I.G,Hello Hello,헬로 헬로,Major
5/22/2017,A.C.E,Cactus,선인장,Major
5/22/2017,MAP6,I'm Ready,아임 레디,Major
5/22/2017,SEVENTEEN,Don't Wanna Cry,울고 싶지 않아,Major
5/22/2017,iKON,Bling Bling,블링블링,Major
5/22/2017,iKON,B-DAY,벌떼,Major
5/22/2017,GOT7,My Swagger,,Japanese
5/17/2017,The Eastlight,You're My Love,,Major
5/16/2017,Honeyst,Like You,반하겠어,Major
5/15/2017,B1A4,Follow Me,,Japanese
5/15/2017,VIXX,Shangri-La,도원경,Major
5/8/2017,DAY6,Dance Dance,댄스댄스,Major
5/8/2017,ROMEO,Stay With Me,성공하면,Minor
5/2/2017,VAV,Flower (You),,Major
4/30/2017,EXO-CBX,Ka-Ching,,Japanese
4/28/2017,SECHSKIES,Sad Song,슬픈 노래,Major
4/28/2017,SECHSKIES,Be Well,아프지 마요,Major
4/28/2017,Varsity,Hole In One,,Major
4/25/2017,Boys Republic,Nagareru hoshi ni hanataba o,流れる星に花束を,Japanese
4/24/2017,Snuper,Back:Hug,백허그,Major
4/19/2017,Waeb,Party,,Major
4/18/2017,CNBLUE,Shake,,Japanese
4/18/2017,Myname,Meeting you,出会いあいして,Japanese
4/17/2017,SF9,Easy Love,쉽다,Major
4/10/2017,Teen Top,Love Is,재밌어?,Major
4/6/2017,BLACK6IX,Please,제발,Major
4/6/2017,DAY6,I'm Serious,장난 아닌데,Major
4/5/2017,IMFACT,Tension Up,텐션업,Major
4/4/2017,WINNER,Fool,풀,Major
4/4/2017,WINNER,Really Really,릴리릴리,Major
4/3/2017,Inx,2gether,,Major
3/31/2017,SEVENTEEN,Smile Flower,웃음꽃,Minor
3/29/2017,FTISLAND,Shadows,,Japanese
3/27/2017,SF9,Still My Lady,여전히 예뻐,Minor
3/25/2017,2000won,Tears Attack,눈물이 무기,Major
3/21/2017,MONSTA X,Beautiful,아름다워,Major
3/20/2017,CNBLUE,Between Us,헷갈리게,Major
3/20/2017,Highlight,Plz Don't Be Sad,얼굴 찌푸리지 말아요,Major
3/16/2017,Seven O'Clock,Echo,시계바늘,Major
3/14/2017,Snuper,Oh Yeah!!,,Japanese
3/13/2017,GOT7,Never Ever,네버에버,Major
3/13/2017,Highlight,It's Still Beautiful,아름답다,Minor
3/13/2017,Nell,Full Moon,,Minor
3/12/2017,MVP,Take It,선택해,Major
3/10/2017,MAP6,No Surrender,,Japanese
3/8/2017,ROMEO,Without U,니가 없는데,Major
3/7/2017,B.A.P,Wake Me Up,웩미업,Major
3/6/2017,DAY6,How Can I Say,어떻게 말해,Major
3/6/2017,BtoB,Movie,무비,Major
3/5/2017,B1A4,You and I,,Japanese
3/4/2017,HALO,Jasmine,,Japanese
3/2/2017,VICTON,Eyez Eyez,아이즈 아이즈,Major
3/2/2017,BLANC7,Yeah,예,Major
2/27/2017,UP10TION,ID,,Japanese
2/27/2017,HIGH4,Love Line,러브라인,Minor
2/26/2017,IMFACT,Please Be My First Love,첫사랑을 부탁해,Minor
2/22/2017,100%,Sketch U,어디 있니,Major
2/20/2017,BTS,Not Today,낫 투데이,Major
2/18/2017,VAV,Venus (Dance With Me),비너스,Major
2/17/2017,L.A.U,Nam.Sa.Mot(Guys can't forget love),남.사.못(남자는 사랑을 못 잊는다,Minor
2/16/2017,B1A4,Choo Choo Train,,Japanese
2/15/2017,Boyfriend,I Miss You,,Japanese
2/14/2017,BIGFLO,Stardom,스타덤,Major
2/13/2017,BTS,Spring Day,봄날,Major
2/13/2017,B.I.G,"1,2,3",원투쓰리,Major
2/10/2017,BEATWIN,Don't Leave,떠나지 말아요,Major
2/9/2017,NCT DREAM,My First and Last,마지막 첫사랑,Major
2/8/2017,CROSS GENE,Black or White,블랙오어화이트,Major
2/6/2017,Block B,Yesterday,예스터데이,Major
2/5/2017,DAY6,You Were Beautiful,예뻤어,Major
2/5/2017,SF9,Roar,부르릉,Major
2/5/2017,MASC,Tina,티나,Major
1/28/2017,SHINee,Get The Treasure,겟더트레저,Japanese
1/24/2017,IMFACT,In The Club,니가 없어,Major
1/24/2017,"Dynamic Duo, Chen",Nosedive,기다렸다 가,Major
1/23/2017,Pentagon,Pretty Pretty,예쁨,Major
1/18/2017,BEATWIN,Rising Sun,태양이 뜨면,Major
1/17/2017,100%,How To Cry,,Japanese
1/17/2017,100%,How To Cry,,Japanese
1/9/2017,Trax,Road,길,Major
1/6/2017,DAY6,I Wait,아 왜,Major
1/6/2017,Shinhwa,Touch,터치,Major
1/5/2017,Shinhwa,Touch,터치,Major
1/5/2017,NCT 127,Limitless,무한적아,Major
1/5/2017,VROMANCE,I'm Fine,,Major
1/4/2017,Varsity,U R My Only One,,Major
1/4/2017,TopSecret,She,쉬,Major
12/31/2016,SEVENTEEN,Highlight,하이라이트,Minor
12/24/2016,VIXX,Shooting Star,,Minor
12/22/2016,Double S 301,My Universe,나의 Universe,Minor
12/21/2016,SF9,So Beautiful,너와 함께라면,Minor
12/20/2016,NCT 127,Switch feat. SR15B,스위치,Minor
12/19/2016,Boys Republic,Closer~kisu made dorekurai?,Closer ～ キスまでどれくらい？,Japanese
12/18/2016,EXO,For Life,포 라이프,Minor
12/14/2016,VAV,Here I Am,겨울잠,Major
12/13/2016,The Eastlight,I Am What I Am,나는나,Minor
12/12/2016,BIGBANG,Last Dance,라스트 댄스,Major
12/12/2016,BIGBANG,FXXK IT,에라 모르겠다,Major
12/12/2016,Baechigi,The Way Home,귀갓길,Minor
12/8/2016,Double S 301,Remove,,Major
12/6/2016,Pentagon,Can You Feel It,감이 오지,Major
12/5/2016,NCT 127,Good Thing,굿 띵,Minor
12/4/2016,SEVENTEEN,BOOMBOOM,붐붐,Major
12/4/2016,Myname,Alive or Fallen,,Japanese
12/4/2016,BtoB,ChristmasTime~Only You~,ChristmasTime ～君だけを～,Japanese
11/30/2016,SECHSKIES,Couple,커플,Major
11/30/2016,SHINee,Winter Wonderland,,Japanese
11/30/2016,U-KISS,Lots of Love,,Japanese
11/28/2016,Shinhwa,Orange,오렌지,Major
11/27/2016,B1A4,A Lie,거짓말이야,Major
11/26/2016,GOT7,Hard Carry,하드캐리,Major
11/20/2016,VIXX,Milky Way,밀키웨이,Minor
11/20/2016,UP10TION,White Night,하얗게 불태웠어,Major
11/19/2016,SG Wannabe,I'm Missing You,아임미싱유,Major
11/18/2016,B.A.P,Fly High,플라이하이,Japanese
11/18/2016,KNK,U (Performance),유,Major
11/17/2016,EXO,Coming Over,,Japanese
11/17/2016,Voisper,Learn To Love,어쩌니,Major
11/17/2016,Take,Lost,왈칵,Major
11/14/2016,SHINee,Tell Me What To Do,텔 미 왓 투두,Major
11/13/2016,Snuper,It's Raining,잇츠 레이닝,Major
11/13/2016,JJCC,Freedom,,Japanese
11/10/2016,IMFACT,Feel So Good,필 소 굿,Major
11/9/2016,ASTRO,Confession,고백,Major
11/9/2016,M.A.S 0094,Starlight,별보다 빛나는,Major
11/8/2016,VICTON,I'm Fine,아무렇지 않은 척,Major
11/8/2016,D.I.P,Fizz,,Major
11/6/2016,Topp Dogg,Rainy Day,비가 와서 그래,Major
11/6/2016,B.A.P,SKYDIVE,스카이다이브,Major
11/6/2016,EXO-CBX,The One,,Minor
11/6/2016,Bastarz,That's Right,댓츠라잇,Minor
11/6/2016,BtoB,I'll Be Your Man,기도,Major
11/4/2016,GOT7,Hey Yah,,Japanese
11/2/2016,Mr.Mr,Good To Be Bad,,Japanese
11/2/2016,Mr.Mr,Everything,,Japanese
11/2/2016,The Eastlight,Holla,홀라,Major
11/1/2016,SEVENTEEN,Check In,체크인,Minor
10/31/2016,Bastarz,Make It Rain,메이크 잇 레인,Major
10/30/2016,EXO-CBX,Hey Mama!,헤이 마마!,Major
10/30/2016,VIXX,The Closer,더 클로저,Major
10/27/2016,BEATWIN,Broken,브로켄,Minor
10/25/2016,Bastarz,Selfish & Beautiful Girl,이기적인 걸,Minor
10/24/2016,High4 20,Weekend,,Minor
10/23/2016,U-KISS,Panic,,Japanese
10/21/2016,24K,Bingo,빙고,Major
10/21/2016,Boyfriend,Jackpot,,Japanese
10/16/2016,SEVENTEEN,Healing,힐링,Minor
10/14/2016,Block B,My Zone,마이 존,Japanese
10/12/2016,100%,Better Day,지독하게,Major
10/9/2016,BTS,Blood Sweat & Tears,피 땀 눈물,Major
10/9/2016,Pentagon,Gorilla,고릴라,Major
10/7/2016,M.C The Max,You you and you,그대 그대 그대,Major
10/6/2016,SECHSKIES,Three Words,세 단어,Major
10/6/2016,NU'EST,Daybreak,,Major
10/5/2016,Voisper,Heart,넌 지금 어디에,Major
10/4/2016,SHINee,1 of 1,원 오브 원,Major
10/4/2016,SF9,Fanfare,팡파레,Major
10/3/2016,MONSTA X,Fighter,파이터,Major
10/2/2016,High4 20,HookGA feat. Hwasa,Hook가,Major
9/30/2016,December,Mother,,Major
9/18/2016,Infinite,The Eye,태풍,Major
9/17/2016,EXO,Dancing King (with Yoo Jaesuk),댄싱킹,Minor
9/12/2016,CNBLUE,Glory Days,,Japanese
9/12/2016,2PM,Promise (I'll Be),프라미스,Major
9/8/2016,MOBB,Hit Me,빨리 전화해,Major
9/8/2016,MOBB,Full House,붐벼,Major
9/7/2016,Nell,Vain Hope,희망고문,Major
9/5/2016,B.I.G,Take You Home,데려다줄게,Minor
9/1/2016,HALO,Mariya,마리야,Major
8/28/2016,NU'EST,Love Paint (Every Afternoon),러브 페인트,Major
8/24/2016,NCT DREAM,Chewing Gum,츄잉껌,Major
8/21/2016,ROMEO,Treasure,,Minor
8/19/2016,Nell,Dream Catcher,,Major
8/18/2016,MASC,Strange,낯설어,Major
8/17/2016,EXO,Lotto,로또,Major
8/13/2016,VIXX,Fantasy,판타지,Major
8/10/2016,24K,Still 24K,스틸 투포케이,Major
8/7/2016,B.A.P,That's My Jam,댓츠 마이 잼,Major
8/7/2016,MONSTA X,Stuck,네게만 집착해,Major
8/5/2016,HALO,Heaven Heaven,,Japanese
8/4/2016,UP10TION,Tonight,오늘이 딱이야,Major
8/1/2016,Inx,Alright,오나,Major
8/1/2016,N.Flying,Endless Summer,,Japanese
7/28/2016,NCT 127,Taste The Feeling,,CF
7/22/2016,"Dynamic Duo, Primary, Boi B, Crush",Highfive,하이파이브,Major
7/18/2016,BEATWIN,Your Girl,니 여자친구,Major
7/18/2016,FTISLAND,Just Do It,,Japanese
7/17/2016,FTISLAND,Take Me Now,,Major
7/14/2016,Mr.Mr,Rock The World,,Japanese
7/11/2016,Snuper,You=Heaven,너=천국,Major
7/11/2016,VROMANCE,She,여자 사람 친구,Major
7/11/2016,M&D,Ulsanbawi,울산바위,Major
7/8/2016,Infinite,That Summer (Second Story),그 해 여름 (두 번째 이야기),Major
7/8/2016,Pentagon,Young,젊어,Minor
7/6/2016,NCT 127,Firetruck,소방차,Major
7/6/2016,Teen Top,Love Comes,바람이 분다,Minor
7/3/2016,Beast,Ribbon,리본,Major
7/3/2016,SEVENTEEN,VERY NICE,아주 나이스,Major
6/30/2016,ASTRO,Breathless,숨가빠,Major
6/30/2016,VAV,No Doubt,노답,Major
6/26/2016,Beast,Butterfly,버터플라이,Minor
6/22/2016,ROMEO,Miro,미로,Major
6/21/2016,Baechigi,Hangover,술김에,Major
6/20/2016,Madtown,Emptiness,빈칸,Major
6/16/2016,Voisper,Summer Cold,여름감기,Major
6/15/2016,SEVENTEEN,Love Letter,사랑쪽지,Minor
6/14/2016,Daybreak,With,,Minor
6/14/2016,Daybreak,I'll just let you walk the path,꽃길만 걷게 해줄게,Major
6/11/2016,BtoB,L.U.V,,Japanese
6/8/2016,Double S 301,AH-HA,아하,Major
6/8/2016,EXO,Lucky One,럭키 원,Major
6/8/2016,EXO,Monster,몬스터,Major
6/7/2016,Drug Restauant,Mistake,,Major
6/7/2016,Mighty Mouth,Sugar Sugar,,Major
6/6/2016,U-KISS,Stalker,,Major
6/1/2016,UP10TION,Stay,,Minor
6/1/2016,KNK,Back Again,백어게인,Major
5/29/2016,iKON,#WYD,오늘 모해,Minor
5/27/2016,Hotshot,Step by Step,,Japanese
5/25/2016,Boyfriend,To My Bestfriend,약속할게,Minor
5/23/2016,MAP6,Swagger Time,매력발산타임,Major
5/22/2016,ROMEO,Nightmare,악몽,Major
5/19/2016,Road Boyz,"Shake It, Shake It",,Major
5/17/2016,MONSTA X,All In,걸어,Major
5/16/2016,B.I.G,Aphrodite,아프로디테,Major
5/15/2016,BTS,Save ME,세이브미,Major
5/12/2016,Teen Top,Apocalypse,아포칼립스,Minor
5/9/2016,VAV,Brotherhood,,Major
5/8/2016,SHINee,Because of you,君のせいで,Japanese
5/2/2016,JJCC,Right Now,今すぐに,Japanese
5/1/2016,BTS,FIRE,불타오르네,Major
4/26/2016,Mighty Mouth,Nice 2 Meet U,,Major
4/24/2016,SEVENTEEN,Pretty U,예쁘다,Major
4/19/2016,BTS,EPILOGUE: Young Forever,에필로그: 영 포에버,Minor
4/19/2016,VIXX,Dynamite,다이너마이트,Major
4/19/2016,ZE:A J,Just Tonight,,Japanese
4/17/2016,CNBLUE,Puzzle,,Japanese
4/17/2016,UP10TION,Attention,나한테만 집중해,Major
4/14/2016,"M&D, Wheein",Narcissus,나르시스,Minor
4/11/2016,HISTORY,Queen,퀸,Major
4/11/2016,Block B,Toy,토이,Major
4/9/2016,NCT U,Without You,위드아웃유,Major
4/8/2016,NCT U,The 7th Sense,일곱 번째 감각,Major
4/3/2016,CNBLUE,You're So Fine,이렇게 예뻤나,Major
3/29/2016,DAY6,Letting Go,놓아 놓아 놓아,Major
3/29/2016,Boys Republic,Get Down,겟 다운,Major
3/29/2016,N-Sonic,Excalibur,엑스칼리버,Major
3/28/2016,Block B,A Few Years Later,몇 년 후에,Minor
3/27/2016,BtoB,Remember That,봄날의 기억,Major
3/24/2016,M.A.S 0094,Feeling Good,,Major
3/23/2016,A.cian,Touch,손이가요,Major
3/20/2016,GOT7,Fly,플라이,Major
3/18/2016,FTISLAND,You Don't Know Who I Am,,Japanese
3/14/2016,Daybreak,Mellow,,Major
3/8/2016,JJCC,Today,오늘 한번,Major
3/7/2016,Snuper,Platonic Love,지켜줄게,Major
3/4/2016,B.A.P,Kingdom,킹덤,Japanese
3/2/2016,KNK,Knock,노크,Major
3/1/2016,Voisper,In Your Voice,그대 목소리로 말해줘,Major
2/25/2016,ASTRO,Cat's Eye,장화 신은 고양이,Minor
2/23/2016,Teen Top,Don't Drink,술 마시지마,Minor
2/22/2016,ASTRO,Hide & Seek,숨바꼭질,Major
2/21/2016,B.A.P,Feel So Good,필소굿,Major
2/16/2016,NU'EST,Overcome,여왕의 기사,Major
2/15/2016,Double S 301,Sorry I'm Busy,바빠서 미안해,Minor
2/15/2016,Double S 301,Pain,,Major
2/14/2016,BtoB,Dear Bride,,Japanese
2/9/2016,N.Flying,Knock Knock,노크노크,Japanese
2/7/2016,The Legend,This,이렇게,Major
1/31/2016,WINNER,Baby Baby,베이비 베이비,Major
1/31/2016,WINNER,Sentimental,센치해,Major
1/31/2016,WINNER,I'm Young,좋더라,Major
1/28/2016,M.C The Max,No matter where,어디에도,Major
1/26/2016,IMFACT,Lollipop,롤리팝,Major
1/24/2016,Mr.Mr,Just 1 Light,,Japanese
1/21/2016,CNBLUE,Feel Good,필굿,CF
1/20/2016,The Legend,Crush On You,반했다,Major
1/20/2016,CROSS GENE,"Noona, You",누나 너 말야,Major
1/18/2016,VIXX,Depend On Me,,Japanese
1/17/2016,Teen Top,Warning Sign,사각지대,Major
1/14/2016,V.O.S,The Only One For Me,그 사람이 너니까,Major
1/13/2016,Baechigi,Walkak,왈칵,Major
